word,en,meaning,sentence,reading,romaji,synonyms,language
banquero,banker,Bank professional,El **banquero** maneja dinero. — The **banker** handles money.,,,,es
empleado de banco,bank employee,Bank worker,El **empleado de banco** trabaja en banco. — The **bank employee** works at bank.,,,,es
cajerista,cashier,Money handler,El **cajerista** maneja caja. — The **cashier** handles cash.,,,,es
cobrador,collector,Money collector,El **cobrador** cobra pagos. — The **collector** collects payments.,,,,es
prestamista,moneylender,Loan provider,El **prestamista** presta dinero. — The **moneylender** lends money.,,,,es
asegurador,insurer,Insurance provider,El **asegurador** vende seguros. — The **insurer** sells insurance.,,,,es
agente de seguros,insurance agent,Insurance salesperson,El **agente de seguros** vende pólizas. — The **insurance agent** sells policies.,,,,es
perito,expert appraiser,Damage assessor,El **perito** evalúa daños. — The **expert appraiser** assesses damage.,,,,es
actuario,actuary,Risk calculator,El **actuario** calcula riesgos. — The **actuary** calculates risks.,,,,es
tasador,appraiser,Property valuer,El **tasador** valúa propiedades. — The **appraiser** values properties.,,,,es
corredor de seguros,insurance broker,Insurance intermediary,El **corredor de seguros** intermedia pólizas. — The **insurance broker** intermediates policies.,,,,es
agente inmobiliario,real estate agent,Property seller,El **agente inmobiliario** vende casas. — The **real estate agent** sells houses.,,,,es
agente de viajes,travel agent,Trip planner,El **agente de viajes** planifica viajes. — The **travel agent** plans trips.,,,,es
tour operador,tour operator,Tour provider,El **tour operador** organiza tours. — The **tour operator** organizes tours.,,,,es
guía turístico,tour guide,Tourist guide,El **guía turístico** muestra lugares. — The **tour guide** shows places.,,,,es
hotelero,hotelier,Hotel owner,El **hotelero** dirige hotel. — The **hotelier** runs hotel.,,,,es
gerente de hotel,hotel manager,Hotel administrator,El **gerente de hotel** administra hotel. — The **hotel manager** administers hotel.,,,,es
conserje de hotel,hotel concierge,Hotel helper,El **conserje de hotel** ayuda huéspedes. — The **hotel concierge** helps guests.,,,,es
recamarera,housemaid,Room cleaner,La **recamarera** limpia cuartos. — The **housemaid** cleans rooms.,,,,es
camarera de piso,floor attendant,Floor cleaner,La **camarera de piso** atiende pisos. — The **floor attendant** attends floors.,,,,es
supervisor de limpieza,cleaning supervisor,Cleanliness manager,El **supervisor de limpieza** supervisa limpieza. — The **cleaning supervisor** supervises cleaning.,,,,es
maestresala,headwaiter,Senior waiter,El **maestresala** coordina meseros. — The **headwaiter** coordinates waiters.,,,,es
ayudante de cocina,kitchen helper,Cooking assistant,El **ayudante de cocina** ayuda chef. — The **kitchen helper** helps chef.,,,,es
pastelero,pastry chef,Bakery specialist,El **pastelero** hace pasteles. — The **pastry chef** makes pastries.,,,,es
panadero,baker,Bread maker,El **panadero** hace pan. — The **baker** makes bread.,,,,es
carnicero,butcher,Meat seller,El **carnicero** vende carne. — The **butcher** sells meat.,,,,es
frutero,fruit seller,Produce seller,El **frutero** vende frutas. — The **fruit seller** sells fruit.,,,,es
verdulero,greengrocer,Vegetable seller,El **verdulero** vende verduras. — The **greengrocer** sells vegetables.,,,,es
pescadero,fishmonger,Fish seller,El **pescadero** vende pescado. — The **fishmonger** sells fish.,,,,es
quesería,cheesemonger,Cheese seller,La **quesería** vende queso. — The **cheesemonger** sells cheese.,,,,es
confitero,confectioner,Candy maker,El **confitero** hace dulces. — The **confectioner** makes candy.,,,,es
bodeguero,wine merchant,Wine seller,El **bodeguero** vende vino. — The **wine merchant** sells wine.,,,,es
tabernero,tavern keeper,Bar owner,El **tabernero** dirige taberna. — The **tavern keeper** runs tavern.,,,,es
sommelier,sommelier,Wine expert,El **sommelier** recomienda vinos. — The **sommelier** recommends wines.,,,,es
catador,taster,Flavor expert,El **catador** prueba vinos. — The **taster** tastes wines.,,,,es
zapatero,shoemaker,Shoe maker,El **zapatero** hace zapatos. — The **shoemaker** makes shoes.,,,,es
reparador de zapatos,shoe repairer,Shoe fixer,El **reparador de zapatos** arregla zapatos. — The **shoe repairer** fixes shoes.,,,,es
peluquera,hairdresser,Hair stylist,La **peluquera** peina cabello. — The **hairdresser** styles hair.,,,,es
esteticista,esthetician,Beauty specialist,La **esteticista** hace tratamientos. — The **esthetician** gives treatments.,,,,es
masajista,masseuse,Massage therapist,El **masajista** da masajes. — The **masseuse** gives massages.,,,,es
reflexólogo,reflexologist,Foot therapy specialist,El **reflexólogo** trata pies. — The **reflexologist** treats feet.,,,,es
quiropráctico,chiropractor,Spine specialist,El **quiropráctico** ajusta espina. — The **chiropractor** adjusts spine.,,,,es
osteópata,osteopath,Bone specialist,El **osteópata** trata huesos. — The **osteopath** treats bones.,,,,es
acupuntor,acupuncturist,Needle specialist,El **acupuntor** pone agujas. — The **acupuncturist** inserts needles.,,,,es
homeópata,homeopath,Homeopathy specialist,El **homeópata** practica homeopatía. — The **homeopath** practices homeopathy.,,,,es
naturópata,naturopath,Natural medicine specialist,El **naturópata** usa medicina natural. — The **naturopath** uses natural medicine.,,,,es
herbolario,herbalist,Herb specialist,El **herbolario** vende hierbas. — The **herbalist** sells herbs.,,,,es
florista,florist,Flower seller,El **florista** vende flores. — The **florist** sells flowers.,,,,es
jardinero,gardener,Garden worker,El **jardinero** cultiva jardines. — The **gardener** cultivates gardens.,,,,es
vivero,plant nursery,Place to grow plants,El **vivero** cultiva plantas. — The **plant nursery** grows plants.,,,,es
decorador,decorator,Decoration specialist,El **decorador** decora espacios. — The **decorator** decorates spaces.,,,,es
vidriero,glazier,Glass worker,El **vidriero** coloca vidrios. — The **glazier** installs glass.,,,,es
cerrajero,locksmith,Lock specialist,El **cerrajero** repara cerraduras. — The **locksmith** repairs locks.,,,,es
cerrajería,locksmith shop,Lock business,La **cerrajería** vende cerraduras. — The **locksmith shop** sells locks.,,,,es
orfebre,goldsmith,Jewelry maker,El **orfebre** hace joyas. — The **goldsmith** makes jewelry.,,,,es
joyero,jeweler,Jewelry seller,El **joyero** vende joyas. — The **jeweler** sells jewelry.,,,,es
relojero,watchmaker,Watch maker,El **relojero** repara relojes. — The **watchmaker** repairs watches.,,,,es
óptico,optician,Lens maker,El **óptico** hace lentes. — The **optician** makes lenses.,,,,es
antenista,antenna technician,TV technician,El **antenista** instala antenas. — The **antenna technician** installs antennas.,,,,es
technicolor,color technician,Color specialist,El **technicolor** maneja color. — The **color technician** handles color.,,,,es
proyectorista,projector operator,Film operator,El **proyectorista** opera proyector. — The **projector operator** operates projector.,,,,es
sonidista,sound technician,Audio technician,El **sonidista** maneja audio. — The **sound technician** handles audio.,,,,es
iluminador,lighting technician,Light specialist,El **iluminador** controla luces. — The **lighting technician** controls lights.,,,,es
decorador de escena,set designer,Stage designer,El **decorador de escena** diseña escena. — The **set designer** designs set.,,,,es
constructor de escena,set builder,Stage builder,El **constructor de escena** construye escena. — The **set builder** builds set.,,,,es
tramoyista,stage worker,Scenery handler,El **tramoyista** mueve escena. — The **stage worker** moves scenery.,,,,es
taquillero,box office clerk,Ticket seller,El **taquillero** vende entradas. — The **box office clerk** sells tickets.,,,,es
acomodista,lobby assistant,Entrance helper,El **acomodista** ayuda entrada. — The **lobby assistant** helps entrance.,,,,es
vendedor de programas,program seller,Show info seller,El **vendedor de programas** vende programas. — The **program seller** sells programs.,,,,es
ambulante,street vendor,Traveling seller,El **ambulante** vende en calle. — The **street vendor** sells on street.,,,,es
trapero,rag collector,Junk collector,El **trapero** recoge trapos. — The **rag collector** collects rags.,,,,es
chatarrero,scrap dealer,Junk dealer,El **chatarrero** recoge chatarra. — The **scrap dealer** collects scrap.,,,,es
reciclador,recycler,Recycling worker,El **reciclador** recicla materiales. — The **recycler** recycles materials.,,,,es
basculista,scales operator,Weight operator,El **basculista** opera básculas. — The **scales operator** operates scales.,,,,es
deshollinador,chimney sweep,Soot cleaner,El **deshollinador** limpia chimeneas. — The **chimney sweep** cleans chimneys.,,,,es
florecer,to bloom,Flowering,Las flores **florecen** en primavera. — Flowers **bloom** in spring.,,,,es
arder,to burn,Burning,El fuego **arde** fuertemente. — The fire **burns** strongly.,,,,es
quemar,to burn/set fire,Burning action,No **quemes** la comida. — Don't **burn** the food.,,,,es
extinguir,to extinguish,Putting out fire,Los bomberos **extinguen** el fuego. — The firefighters **extinguish** the fire.,,,,es
congelar,to freeze,Making ice,El agua se **congela** en invierno. — Water **freezes** in winter.,,,,es
asar,to roast,Roasting food,Vamos a **asar** un pollo. — Let's **roast** a chicken.,,,,es
guisar,to stew,Making stew,Mamá **guisa** pollo con verduras. — Mom **stews** chicken with vegetables.,,,,es
gratinar,to brown,Browning food,**Gratina** el queso. — **Brown** the cheese.,,,,es
saltear,to sauté,Quick cooking,**Saltea** las verduras. — **Sauté** the vegetables.,,,,es
macerar,to soak,Soaking in liquid,**Macera** la carne en vino. — **Soak** the meat in wine.,,,,es
marinar,to marinate,Marinating,**Marina** el pescado. — **Marinate** the fish.,,,,es
rebosar,to overflow,Spilling over,La taza **rebosa** de agua. — The cup **overflows** with water.,,,,es
desbordar,to overflow,Going over edge,El río **desborda** sus márgenes. — The river **overflows** its banks.,,,,es
secar,to dry,Removing moisture,**Seca** la ropa. — **Dry** the clothes.,,,,es
humedecer,to dampen,Making damp,**Humedece** el trapo. — **Dampen** the cloth.,,,,es
empapar,to soak,Soaking wet,La lluvia **empapa** mi ropa. — The rain **soaks** my clothes.,,,,es
escurrir,to drain,Draining liquid,**Escurre** el agua. — **Drain** the water.,,,,es
colar,to strain,Filtering,**Cuela** el café. — **Strain** the coffee.,,,,es
filtrar,to filter,Filtering,**Filtra** el agua. — **Filter** the water.,,,,es
cribar,to sift,Sifting,**Criba** la arena. — **Sift** the sand.,,,,es
revolver,to stir,Stirring,**Revuelve** la sopa. — **Stir** the soup.,,,,es
batir,to beat,Beating,**Bate** los huevos. — **Beat** the eggs.,,,,es
amasar,to knead,Kneading dough,**Amasa** la masa. — **Knead** the dough.,,,,es
estirar,to stretch,Extending,**Estira** la masa. — **Stretch** the dough.,,,,es
picar,to chop,Chopping food,**Pica** la cebolla. — **Chop** the onion.,,,,es
rebanar,to slice,Slicing,**Rebana** el pan. — **Slice** the bread.,,,,es
rallar,to grate,Grating,**Ralla** el queso. — **Grate** the cheese.,,,,es
exprimir,to squeeze,Squeezing juice,**Exprime** el limón. — **Squeeze** the lemon.,,,,es
licuar,to blend,Blending,**Licúa** las frutas. — **Blend** the fruits.,,,,es
triturar,to crush,Crushing,**Tritura** las galletas. — **Crush** the cookies.,,,,es
pulverizar,to pulverize,Turning to powder,**Pulveriza** el café. — **Pulverize** the coffee.,,,,es
desmenuzar,to shred,Shredding,**Desmenúza** el pan. — **Shred** the bread.,,,,es
desgarrar,to tear,Ripping,**Desgarra** el papel. — **Tear** the paper.,,,,es
rasgar,to rip,Ripping,**Rasga** la tela. — **Rip** the fabric.,,,,es
cortar,to cut,Cutting,**Corta** el papel. — **Cut** the paper.,,,,es
serruchar,to saw,Sawing,**Serrucha** la madera. — **Saw** the wood.,,,,es
taladrar,to drill,Drilling,**Taladra** la pared. — **Drill** the wall.,,,,es
lijar,to sand,Sanding,**Lija** la madera. — **Sand** the wood.,,,,es
pulir,to polish,Polishing,**Pule** el espejo. — **Polish** the mirror.,,,,es
esmerilar,to grind,Grinding,**Esmerila** la herramienta. — **Grind** the tool.,,,,es
bruñir,to burnish,Making shiny,**Bruñe** el metal. — **Burnish** the metal.,,,,es
encerar,to wax,Applying wax,**Encera** el piso. — **Wax** the floor.,,,,es
lustrar,to shine,Making shiny,**Lustra** el zapato. — **Shine** the shoe.,,,,es
lustro,luster/shine,Shiny appearance,El **lustro** del espejo es brillante. — The **luster** of the mirror is shiny.,,,,es
vidriado,glazed,With glaze coating,La cerámica está **vidriada**. — The ceramic is **glazed**.,,,,es
dióxido de carbono,carbon dioxide,Greenhouse gas,El **dióxido de carbono** sube. — **Carbon dioxide** rises.,,,,es
monóxido de carbono,carbon monoxide,Toxic gas,El **monóxido de carbono** es venenoso. — **Carbon monoxide** is poisonous.,,,,es
cuáles,which ones,Question about multiple choices,¿**Cuáles** quieres? — **Which ones** do you want?,,,,es
cuándo,when,Question about time,¿**Cuándo** llegas? — **When** do you arrive?,,,,es
dónde,where,Question about location,¿**Dónde** estás? — **Where** are you?,,,,es
adónde,where to,Question about destination,¿**Adónde** vas? — **Where to** are you going?,,,,es
de dónde,from where,Question about origin,¿**De dónde** eres? — **From where** are you?,,,,es
cuántos,how many,Question about quantity,¿**Cuántos** tienes? — **How many** do you have?,,,,es
cuánta,how much (feminine),Question feminine,¿**Cuánta** agua necesitas? — **How much** water do you need?,,,,es
cuántas,how many (feminine),Question feminine plural,¿**Cuántas** manzanas quieres? — **How many** apples do you want?,,,,es
para qué,what for,Question about purpose,¿**Para qué** lo necesitas? — **What for** do you need it?,,,,es
me,me,Object pronoun,Él **me** da un libro. — He gives **me** a book.,,,,es
mi,my,Possessive adjective,**Mi** casa es grande. — **My** house is big.,,,,es
mí,me (after preposition),Prepositional pronoun,Para **mí** es fácil. — For **me** it is easy.,,,,es
mío,mine,Possessive pronoun,Este libro es **mío**. — This book is **mine**.,,,,es
te,you (object),Object pronoun,Yo **te** amo. — I love **you**.,,,,es
tu,your,Possessive adjective,**Tu** coche es rojo. — **Your** car is red.,,,,es
ti,you (after preposition),Prepositional pronoun,Pienso en **ti**. — I think about **you**.,,,,es
tuyo,yours,Possessive pronoun,Este libro es **tuyo**. — This book is **yours**.,,,,es
él,he,Third person singular masculine,**Él** es doctor. — **He** is a doctor.,,,,es
lo,him/it,Object pronoun,Yo **lo** veo. — I see **him**.,,,,es
le,him/her,Indirect object,Yo **le** doy dinero. — I give **him** money.,,,,es
su,his/her/your formal,Possessive adjective,**Su** casa es bonita. — **His** house is pretty.,,,,es
suyo,his/hers/yours,Possessive pronoun,Este coche es **suyo**. — This car is **his**.,,,,es
ella,she,Third person singular feminine,**Ella** es profesora. — **She** is a teacher.,,,,es
la,her/it,Object pronoun feminine,Yo **la** veo. — I see **her**.,,,,es
les,them (indirect),Indirect object plural,Yo **les** doy dinero. — I give **them** money.,,,,es
nos,us,Object pronoun plural,Ellos **nos** ven. — They see **us**.,,,,es
os,you (Spain),Object pronoun plural Spain,Yo **os** doy dinero. — I give **you** money.,,,,es
se,himself/herself,Reflexive pronoun,Él **se** lava. — He washes **himself**.,,,,es
ése,that one,Demonstrative pronoun,**Ése** no me gusta. — **That one** doesn't please me.,,,,es
éste,this one,Demonstrative pronoun,**Éste** me gusta. — **This one** pleases me.,,,,es
aquél,that one (far),Distant demonstrative,**Aquél** es mejor. — **That one** (far) is better.,,,,es
nosotras,we (feminine),First person feminine plural,**Nosotras** somos doctoras. — **We** are doctors.,,,,es
vosotros,you all Spain,Second person plural Spain,**Vosotros** sois inteligentes. — **You all** are intelligent.,,,,es
vosotras,you all (feminine) Spain,Second person feminine plural Spain,**Vosotras** sois inteligentes. — **You all** are intelligent.,,,,es
ellos,they masculine,Third person plural masculine,**Ellos** son doctores. — **They** are doctors.,,,,es
ellas,they (feminine),Third person plural feminine,**Ellas** son doctoras. — **They** are doctors.,,,,es
los,them masculine,Object pronoun masculine plural,Yo **los** veo. — I see **them**.,,,,es
las,them (feminine),Object pronoun feminine plural,Yo **las** veo. — I see **them**.,,,,es
moneda,coin,Metal money,La **moneda** de oro es valiosa. — The gold **coin** is valuable.,,,,es
tarjeta de crédito,credit card,Borrowing card,Mi **tarjeta de crédito** está vencida. — My **credit card** is expired.,,,,es
tarjeta de débito,debit card,Direct payment card,Uso mi **tarjeta de débito** siempre. — I always use my **debit card**.,,,,es
cheque,check,Payment instrument,Escribo un **cheque** al banco. — I write a **check** to the bank.,,,,es
talonario,checkbook,Check holder,Mi **talonario** está casi vacío. — My **checkbook** is almost empty.,,,,es
precio,price,Cost,El **precio** es muy caro. — The **price** is very expensive.,,,,es
precio fijo,fixed price,Set cost,El **precio fijo** es 50 dólares. — The **fixed price** is 50 dollars.,,,,es
rebaja,sale,Price cut,Hay **rebajas** en las tiendas. — There are **sales** in the stores.,,,,es
gasto,expense,Money spent,El **gasto** fue muy alto. — The **expense** was very high.,,,,es
costo,cost,Expense amount,El **costo** del proyecto es grande. — The **cost** of the project is large.,,,,es
inversión,investment,Money put in,La **inversión** fue exitosa. — The **investment** was successful.,,,,es
ganancia,profit,Money made,La **ganancia** fue buena. — The **profit** was good.,,,,es
pérdida,loss,Money lost,La **pérdida** fue terrible. — The **loss** was terrible.,,,,es
crédito,credit,Borrowing power,Tengo mucho **crédito**. — I have a lot of **credit**.,,,,es
hipoteca,mortgage,Home loan,Mi **hipoteca** es de 30 años. — My **mortgage** is for 30 years.,,,,es
préstamo,loan,Borrowed money,Pedí un **préstamo** al banco. — I asked for a **loan** from the bank.,,,,es
tasa,rate,Percentage,La **tasa** de interés es baja. — The interest **rate** is low.,,,,es
aumento,increase,Making larger,Hay un **aumento** de salario. — There is a salary **increase**.,,,,es
disminución,decrease,Making smaller,Hay una **disminución** de precios. — There is a **decrease** of prices.,,,,es
salario,salary,Regular payment for work,Mi **salario** es bueno. — My **salary** is good.,,,,es
honorarios,fees,Professional payment,Los **honorarios** son altos. — The **fees** are high.,,,,es
comisión,commission,Percentage earned,Ganó una **comisión** del 5%. — He earned a **commission** of 5%.,,,,es
gratificación,bonus,Extra payment,Recibió una **gratificación** de Navidad. — He received a Christmas **bonus**.,,,,es
recompensa,reward,Payment for achievement,La **recompensa** fue grande. — The **reward** was large.,,,,es
IVA,VAT,Value added tax,El **IVA** es del 21%. — **VAT** is 21%.,,,,es
aranceles,tariffs,Trade taxes,Los **aranceles** encarecen productos. — **Tariffs** make products expensive.,,,,es
arancel,tariff,Single trade tax,El **arancel** es alto. — The **tariff** is high.,,,,es
aduanas,customs,Import/export control,Pasamos **aduanas**. — We passed **customs**.,,,,es
contrabando,smuggling,Illegal trade,El **contrabando** es ilegal. — **Smuggling** is illegal.,,,,es
fraude,fraud,Deception for money,El **fraude** fue descubierto. — The **fraud** was discovered.,,,,es
estafa,scam,Deceptive scheme,Fue una **estafa** clara. — It was a clear **scam**.,,,,es
robo,theft,Stealing,El **robo** fue reportado. — The **theft** was reported.,,,,es
hurto,theft,Small stealing,El **hurto** fue pequeño. — The **theft** was small.,,,,es
crimen,crime,Serious offense,El **crimen** fue grave. — The **crime** was serious.,,,,es
culpa,guilt,Responsibility for wrong,La **culpa** es mía. — The **guilt** is mine.,,,,es
inocencia,innocence,No guilt,Su **inocencia** fue probada. — His **innocence** was proven.,,,,es
pena,penalty,Punishment,La **pena** fue de 5 años. — The **penalty** was 5 years.,,,,es
prisión,prison,Large jail,Está en **prisión**. — He is in **prison**.,,,,es
sentencia,sentence,Judicial ruling,La **sentencia** fue justa. — The **sentence** was just.,,,,es
veredicto,verdict,Judgment,El **veredicto** fue culpable. — The **verdict** was guilty.,,,,es
injusticia,injustice,Unfair treatment,Fue una **injusticia**. — It was an **injustice**.,,,,es
leyes,laws,Multiple legal rules,Las **leyes** protegen. — **Laws** protect.,,,,es
reglamento,regulation,Rule set,El **reglamento** es estricto. — The **regulation** is strict.,,,,es
constitución,constitution,Fundamental law,La **constitución** es importante. — The **constitution** is important.,,,,es
tratado,treaty,International agreement,El **tratado** fue firmado. — The **treaty** was signed.,,,,es
documento,document,Written paper,Necesito ese **documento**. — I need that **document**.,,,,es
acta,record,Official document,La **acta** fue registrada. — The **record** was registered.,,,,es
certificado,certificate,Official proof,Recibí un **certificado**. — I received a **certificate**.,,,,es
diploma,diploma,Graduation certificate,Obtuve mi **diploma**. — I got my **diploma**.,,,,es
título,degree,Academic qualification,Tengo un **título** universitario. — I have a university **degree**.,,,,es
licencia,license,Permission to operate,Necesito una **licencia** de conducir. — I need a driving **license**.,,,,es
permiso,permit,Authorization,Me dieron **permiso**. — I was given **permission**.,,,,es
visa,visa,Travel permission,Necesito una **visa** para viajar. — I need a **visa** to travel.,,,,es
cédula,ID card,Identity document,Mostré mi **cédula**. — I showed my **ID card**.,,,,es
DNI,national ID,National identity card,Tengo mi **DNI**. — I have my **national ID**.,,,,es
carnet,card/ID,Identification card,Mi **carnet** está vencido. — My **card** is expired.,,,,es
carné,card/ID,Identification card variant,Necesito un **carné** de estudiante. — I need a student **card**.,,,,es
libreta,booklet,Small book,Tengo una **libreta** de ahorros. — I have a savings **booklet**.,,,,es
libro de cuentas,ledger,Account book,El **libro de cuentas** está equilibrado. — The **ledger** is balanced.,,,,es
facturas,invoices,Billing documents,Las **facturas** están pagadas. — The **invoices** are paid.,,,,es
boleta,receipt/ballot,Small note,Dame la **boleta**. — Give me the **receipt**.,,,,es
justificante,proof/voucher,Verification document,Necesito un **justificante**. — I need a **proof**.,,,,es
comprobante,proof/receipt,Verification,Tengo el **comprobante**. — I have the **proof**.,,,,es
voucher,voucher,Electronic receipt,Guardé el **voucher** digital. — I kept the digital **voucher**.,,,,es
cupón,coupon,Discount ticket,Tengo un **cupón** de descuento. — I have a discount **coupon**.,,,,es
vales,vouchers,Gift certificates,Tengo **vales** de regalo. — I have gift **vouchers**.,,,,es
efectivo,cash,Physical money,Pagué en **efectivo**. — I paid in **cash**.,,,,es
fideicomiso,trust,Managed funds,Mi herencia está en **fideicomiso**. — My inheritance is in **trust**.,,,,es
ahorro,savings,Saved money,Tengo **ahorros** importantes. — I have important **savings**.,,,,es
ahorrador,saver,Person who saves,Soy un gran **ahorrador**. — I am a great **saver**.,,,,es
ingresos,income,Money earned,Mis **ingresos** son buenos. — My **income** is good.,,,,es
egresos,expenses,Money spent,Mis **egresos** son altos. — My **expenses** are high.,,,,es
balance,balance,Financial statement,El **balance** está equilibrado. — The **balance** is balanced.,,,,es
superávit,surplus,Excess funds,Tenemos **superávit**. — We have a **surplus**.,,,,es
déficit,deficit,Missing funds,Tenemos **déficit**. — We have a **deficit**.,,,,es
rentabilidad,profitability,Profit potential,La **rentabilidad** es alta. — The **profitability** is high.,,,,es
liquidez,liquidity,Available funds,Tenemos buena **liquidez**. — We have good **liquidity**.,,,,es
quiebra,bankruptcy,Financial failure,Declaró **quiebra**. — He declared **bankruptcy**.,,,,es
suspensión de pagos,payment suspension,Stopping payments,La **suspensión de pagos** es temporal. — **Payment suspension** is temporary.,,,,es
reestructuración,restructuring,Reorganizing finances,Necesitamos **reestructuración**. — We need **restructuring**.,,,,es
especulación,speculation,Risky investing,La **especulación** es peligrosa. — **Speculation** is dangerous.,,,,es
acciones,stocks,Share certificates,Tengo **acciones** de varias empresas. — I own **stocks** from various companies.,,,,es
dividendo,dividend,Profit share,Recibí un **dividendo**. — I received a **dividend**.,,,,es
bonos,bonds,Debt securities,Compré **bonos** del gobierno. — I bought government **bonds**.,,,,es
fondos de inversión,mutual funds,Investment pools,Invierto en **fondos de inversión**. — I invest in **mutual funds**.,,,,es
moneda extranjera,foreign currency,Money from other country,Cambié a **moneda extranjera**. — I exchanged for **foreign currency**.,,,,es
cotización,quotation,Price listing,La **cotización** subió. — The **quotation** rose.,,,,es
variación,variation,Price change,La **variación** fue pequeña. — The **variation** was small.,,,,es
alza,rise,Price increase,Hubo un **alza** de precios. — There was a **rise** in prices.,,,,es
baja,fall,Price decrease,Hubo una **baja** de precios. — There was a **fall** in prices.,,,,es
volatilidad,volatility,Price fluctuation,La **volatilidad** es alta. — **Volatility** is high.,,,,es
tendencia,trend,Direction of movement,La **tendencia** es alcista. — The **trend** is bullish.,,,,es
caída,crash,Sudden drop,Hubo una **caída** del mercado. — There was a market **crash**.,,,,es
recuperación,recovery,Getting back on track,Hubo una **recuperación** rápida. — There was a quick **recovery**.,,,,es
recesión,recession,Economic decline,Estamos en **recesión**. — We are in **recession**.,,,,es
depresión,depression,Severe economic decline,La **depresión** fue severa. — The **depression** was severe.,,,,es
inflación,inflation,Rising prices,La **inflación** aumenta. — **Inflation** is rising.,,,,es
deflación,deflation,Falling prices,La **deflación** es rara. — **Deflation** is rare.,,,,es
estanflación,stagflation,Stagnation with inflation,La **estanflación** es peligrosa. — **Stagflation** is dangerous.,,,,es
desempleo,unemployment,Lack of jobs,El **desempleo** es alto. — **Unemployment** is high.,,,,es
subempleo,underemployment,Inadequate employment,El **subempleo** crece. — **Underemployment** grows.,,,,es
sindicato,union,Worker organization,Me uní al **sindicato**. — I joined the **union**.,,,,es
paro,strike,Work stoppage variant,Convocaron **paro**. — They called a **strike**.,,,,es
marchitar,to wither,Becoming dry,Las flores **marchitan**. — The flowers **wither**.,,,,es
pudrir,to rot,Decaying,La fruta **se pudre**. — The fruit **rots**.,,,,es
fermentar,to ferment,Chemical change,El vino **fermenta**. — The wine **ferments**.,,,,es
oxidarse,to oxidize,Reacting with oxygen,El metal **se oxida**. — The metal **oxidizes**.,,,,es
corrosión,corrosion,Metal decay,La **corrosión** avanzó. — The **corrosion** advanced.,,,,es
erosión,erosion,Wearing away,La **erosión** del suelo es grave. — **Erosion** of soil is serious.,,,,es
deterioro,deterioration,Getting worse,El **deterioro** fue rápido. — The **deterioration** was quick.,,,,es
desgaste,wear,Wearing out,El **desgaste** del zapato es normal. — The **wear** of the shoe is normal.,,,,es
envejecimiento,aging,Getting old,El **envejecimiento** es natural. — **Aging** is natural.,,,,es
juvenil,youthful,Of youth,El aspecto **juvenil** es atractivo. — The **youthful** appearance is attractive.,,,,es
juvenilmente,youthfully,In youthful manner,Actúa muy **juvenilmente**. — He acts very **youthfully**.,,,,es
vejez,old age,Advanced age,La **vejez** es inevitable. — **Old age** is inevitable.,,,,es
infancia,childhood,Early age,La **infancia** es importante. — **Childhood** is important.,,,,es
adolescencia,adolescence,Teen years,La **adolescencia** es difícil. — **Adolescence** is difficult.,,,,es
juventud,youth,Young age,La **juventud** es bella. — **Youth** is beautiful.,,,,es
adultez,adulthood,Adult years,La **adultez** trae responsabilidades. — **Adulthood** brings responsibilities.,,,,es
madurez,maturity,Being grown up,La **madurez** viene con tiempo. — **Maturity** comes with time.,,,,es
bebé,baby,Infant,El **bebé** es tierno. — The **baby** is tender.,,,,es
infante,infant,Young child,El **infante** duerme. — The **infant** sleeps.,,,,es
niñez,childhood,Early childhood period,La **niñez** fue feliz. — **Childhood** was happy.,,,,es
párvulo,toddler,Very young child,El **párvulo** camina. — The **toddler** walks.,,,,es
chiquilla,little girl,Young female,La **chiquilla** juega. — The **little girl** plays.,,,,es
chiquillo,little boy,Young male,El **chiquillo** corre. — The **little boy** runs.,,,,es
muchacho,boy/young man,Young male,El **muchacho** es inteligente. — The **boy** is intelligent.,,,,es
muchacha,girl/young woman,Young female,La **muchacha** es bonita. — The **girl** is pretty.,,,,es
mancebo,young man,Adolescent male,El **mancebo** trabaja. — The **young man** works.,,,,es
doncella,maiden,Young woman,La **doncella** es virtuosa. — The **maiden** is virtuous.,,,,es
doncel,young noble,Young nobility,El **doncel** sirve. — The **young noble** serves.,,,,es
mozo,lad,Young male servant,El **mozo** carga. — The **lad** carries.,,,,es
criado,servant,House servant,El **criado** obedece. — The **servant** obeys.,,,,es
criada,maidservant,Female servant,La **criada** limpia. — The **maidservant** cleans.,,,,es
dama,lady,Woman of rank,La **dama** es elegante. — The **lady** is elegant.,,,,es
caballero,gentleman/knight,Man of rank,El **caballero** es cortés. — The **gentleman** is courteous.,,,,es
señor,mister/sir,Male title,El **señor** está aquí. — The **mister** is here.,,,,es
señora,madam/mrs,Female title,La **señora** es amable. — The **madam** is kind.,,,,es
señorita,miss,Young woman title,La **señorita** llegó. — The **miss** arrived.,,,,es
príncipe,prince,Royal male,El **príncipe** heredero. — The **prince** heir.,,,,es
princesa,princess,Royal female,La **princesa** es hermosa. — The **princess** is beautiful.,,,,es
rey,king,Male ruler,El **rey** gobierna. — The **king** rules.,,,,es
reina,queen,Female ruler,La **reina** reina. — The **queen** reigns.,,,,es
emperador,emperor,Imperial ruler,El **emperador** es poderoso. — The **emperor** is powerful.,,,,es
emperatriz,empress,Female imperial ruler,La **emperatriz** es respetada. — The **empress** is respected.,,,,es
