word,en,meaning,sentence,reading,romaji,synonyms,language
潜り抜ける,to slip through,Slip,"群衆を潜り抜ける。 — Slip through a crowd.",くぐりぬける,kugurinukeru,通り抜ける (toorinukeru),ja
積もる,to accumulate,Accumulate,"雪が積もる。 — Snow accumulates.",つもる,tsumoru,蓄積する (chikuseki suru),ja
積む,to pile up,Pile,"箱を積む。 — Pile boxes.",つむ,tsumu,重ねる (kasaneru),ja
育む,to nurture,Nurture,"愛情を育む。 — Nurture affection.",はぐくむ,hagukumu,育てる (sodateru),ja
照らす,to illuminate,Light,"道を照らす。 — Illuminate the road.",てらす,terasu,照明する (shoumei suru),ja
照れる,to feel shy,Shy,"褒められて照れる。 — Get shy when complimented.",てれる,tereru,恥ずかしがる (hazukashigaru),ja
忍ぶ,to endure,Endure,"苦しみを忍ぶ。 — Endure suffering.",しのぶ,shinobu,耐える (taeru),ja
忍ばせる,to hide,Hide,"手紙を忍ばせる。 — Hide a letter.",しのばせる,shinobaseru,隠す (kakusu),ja
振る,to shake,Shake,"頭を振る。 — Shake your head.",ふる,furu,揺らす (yurasu),ja
振る舞う,to behave,Behavior,"丁寧に振る舞う。 — Behave politely.",ふるまう,furumau,行動する (koudou suru),ja
振り返る,to look back,Reflect,"過去を振り返る。 — Look back at the past.",ふりかえる,furikaeru,思い返す (omoikaesu),ja
振り向く,to turn around,Turn,"後ろを振り向く。 — Turn around.",ふりむく,furimuku,向く (muku),ja
滑落する,to fall (off a slope),Fall,"岩場から滑落する。 — Fall off a cliff.",かつらくする,katsuraku suru,落ちる (ochiru),ja
こぼす,to spill (something),Spill,"水をこぼす。 — Spill water.",こぼす,kobosu,落とす (otosu),ja
こぼれる,to spill (intransitive),Spill,"涙がこぼれる。 — Tears spill out.",こぼれる,koboreru,落ちる (ochiru),ja
抱き寄せる,to pull close,Embrace,"子供を抱き寄せる。 — Pull a child close.",だきよせる,dakiyoseru,抱く (daku),ja
踏み倒す,to dodge payment,Dodge,"借金を踏み倒す。 — Dodge debt repayment.",ふみたおす,fumitaosu,逃れる (nogareru),ja
積み上げる,to stack up,Build,"経験を積み上げる。 — Build up experience.",つみあげる,tsumiageru,蓄積する (chikuseki suru),ja
積み重ねる,to accumulate,Accumulate,"努力を積み重ねる。 — Accumulate effort.",つみかさねる,tsumikasaneru,重ねる (kasaneru),ja
仕掛ける,to set up,Set,"罠を仕掛ける。 — Set a trap.",しかける,shikakeru,準備する (junbi suru),ja
仕掛かる,to be underway,Underway,"工事が仕掛かる。 — Construction is underway.",しかかる,shikakaru,始まる (hajimaru),ja
飛び越える,to jump over,Jump,"石を飛び越える。 — Jump over a rock.",とびこえる,tobikoeru,跳ぶ (tobu),ja
飛び出す,to run out,Rush,"家から飛び出す。 — Run out of the house.",とびだす,tobidasu,走る (hashiru),ja
飛び立つ,to take off,Takeoff,"飛行機が飛び立つ。 — The plane takes off.",とびたつ,tobitatsu,離陸する (ririku suru),ja
照れ笑いする,to smile bashfully,Smile,"照れ笑いする。 — Smile bashfully.",てれわらいする,terewarai suru,微笑む (hohoemu),ja
凹ませる,to dent something,Dent,"缶を凹ませる。 — Dent a can.",へこませる,hekomaseru,押しつぶす (oshitsubusu),ja
盛る,to heap up,Heap,"ご飯を盛る。 — Heap rice.",もる,moru,載せる (noseru),ja
盛り付ける,to plate food,Plate,"料理を盛り付ける。 — Plate food.",もりつける,moritsukeru,並べる (naraberu),ja
差し出す,to offer,Offer,"手を差し出す。 — Offer a hand.",さしだす,sashidasu,渡す (watasu),ja
差し込む,to insert,Insert,"カードを差し込む。 — Insert a card.",さしこむ,sashikomu,入れる (ireru),ja
差し替える,to replace,Replace,"写真を差し替える。 — Replace a photo.",さしかえる,sashikaeru,変更する (henkou suru),ja
痛む,to ache,Ache,"傷が痛む。 — A wound aches.",いたむ,itamu,痛がる (itagaru),ja
痛める,to injure,Hurt,"足を痛める。 — Injure a leg.",いためる,itameru,傷つける (kizutsukeru),ja
締め切る,to close deadline,Close,"応募を締め切る。 — Close applications.",しめきる,shimekiru,終了する (shuuryou suru),ja
締め付ける,to tighten,Tighten,"ベルトを締め付ける。 — Tighten the belt.",しめつける,shimetsukeru,締める (shimeru),ja
締まる,to tighten (intransitive),Tighten,"ネジが締まる。 — A screw tightens.",しまる,shimaru,固まる (katamaru),ja
掲示する,to post (notice),Post,"結果を掲示する。 — Post results.",けいじする,keiji suru,貼る (haru),ja
訴えかける,to appeal to,Appeal,"観客に訴えかける。 — Appeal to the audience.",うったえかける,uttaekakeru,訴える (uttaeru),ja
訴え出る,to report,Report,"問題を訴え出る。 — Report a problem.",うったえでる,uttaederu,申し出る (moushideru),ja
笑みを浮かべる,to smile subtly,Smile,"笑みを浮かべる。 — Show a slight smile.",えみをうかべる,emi wo ukaberu,微笑む (hohoemu),ja
頭を下げる,to bow,Bow,"お礼に頭を下げる。 — Bow in gratitude.",あたまをさげる,atama wo sageru,お辞儀する (ojigi suru),ja
頭を抱える,to hold one's head,Worry,"問題に頭を抱える。 — Be troubled by a problem.",あたまをかかえる,atama wo kakaeru,悩む (nayamu),ja
抱え込む,to hold onto,Hold,"ストレスを抱え込む。 — Hold onto stress.",かかえこむ,kakaekomu,溜め込む (tamekomu),ja
落ち着く,to calm down,Calm,"気持ちが落ち着く。 — Calm down.",おちつく,ochitsuku,静まる (shizumaru),ja
落ち込む,to feel depressed,Depress,"失敗して落ち込む。 — Feel depressed after failing.",おちこむ,ochikomu,落胆する (rakutan suru),ja
落ち着ける,to settle,Settle,"心を落ち着ける。 — Settle your mind.",おちつける,ochitsukeru,冷静になる (reisei ni naru),ja
抜き取る,to extract,Extract,"番号を抜き取る。 — Extract a number.",ぬきとる,nukitoru,取り出す (toridasu),ja
抜け落ちる,to fall out,Fall,"髪が抜け落ちる。 — Hair falls out.",ぬけおちる,nukeochiru,落ちる (ochiru),ja
溜め込む,to accumulate,Store,"お金を溜め込む。 — Accumulate money.",ためこむ,tamekomu,蓄える (takuwaeru),ja
煮込む,to simmer,Simmer,"肉を煮込む。 — Simmer meat.",にこむ,nikomu,煮る (niru),ja
焼き尽くす,to burn completely,Burn,"森を焼き尽くす。 — Burn the forest completely.",やきつくす,yakitsukusu,燃やす (moyasu),ja
焼き上げる,to bake fully,Bake,"パンを焼き上げる。 — Finish baking bread.",やきあげる,yakiageru,焼く (yaku),ja
冷え込む,to get very cold,Cold,"夜に冷え込む。 — It gets cold at night.",ひえこむ,hiekome,寒くなる (samuku naru),ja
冷え切る,to be completely cold,Cold,"手が冷え切る。 — Hands become completely cold.",ひえきる,hiekiru,凍える (kogoeru),ja
煮立つ,to come to a boil,Boil,"水が煮立つ。 — Water boils.",にたつ,nitatsu,沸く (waku),ja
沸き上がる,to boil up,Boil,"歓声が沸き上がる。 — Cheers erupt.",わきあがる,wakiagaru,湧く (waku),ja
映す,to reflect,Reflect,"影を映す。 — Cast a shadow.",うつす,utsusu,反映する (han'ei suru),ja
映る,to be reflected,Reflect,"湖に月が映る。 — The moon reflects on the lake.",うつる,utsuru,反射する (hansha suru),ja
割り込む,to cut in,Interrupt,"列に割り込む。 — Cut into line.",わりこむ,warikomu,入る (hairu),ja
割り当てる,to assign,Assign,"仕事を割り当てる。 — Assign tasks.",わりあてる,wariateru,配分する (haibun suru),ja
拾い上げる,to pick up,Pickup,"石を拾い上げる。 — Pick up a stone.",ひろいあげる,hiroiageru,拾う (hirou),ja
押し返す,to push back,Push,"敵を押し返す。 — Push back the enemy.",おしかえす,oshikaesu,退ける (shirizokeru),ja
逃げ込む,to flee into,Flee,"家に逃げ込む。 — Flee into a house.",にげこむ,nigekomu,逃げる (nigeru),ja
逃げ去る,to run away,Escape,"犯人が逃げ去る。 — The criminal runs away.",にげさる,nigesaru,逃走する (tousou suru),ja
逃れられない,to be unavoidable,Unavoidable,"運命から逃れられない。 — Can't escape destiny.",のがれられない,nogarerarenai,避けられない (sakerarenai),ja
跳ね返る,to bounce back,Bounce,"ボールが跳ね返る。 — The ball bounces back.",はねかえる,hanekaeru,戻る (modoru),ja
跳ね返す,to repel,Repel,"攻撃を跳ね返す。 — Repel an attack.",はねかえす,hanekaesu,防ぐ (fusegu),ja
刻まれる,to be engraved,Engrave,"記憶に刻まれる。 — Be engraved in memory.",きざまれる,kizamareru,残る (nokoru),ja
掘る,to dig,Dig,"穴を掘る。 — Dig a hole.",ほる,horu,掘削する (kussaku suru),ja
掘り下げる,to dig deep,Explore,"問題を掘り下げる。 — Dig deeper into an issue.",ほりさげる,horisageru,深める (fukameru),ja
掘り返す,to dig up,Dig,"土を掘り返す。 — Dig up soil.",ほりかえす,horikaesu,掘る (horu),ja
差し伸べる,to reach out,Reach,"手を差し伸べる。 — Reach out a hand.",さしのべる,sashinoberu,助ける (tasukeru),ja
差し引く,to deduct,Deduct,"費用を差し引く。 — Deduct costs.",さしひく,sashihiku,引く (hiku),ja
打ち上げる,to launch,Launch,"花火を打ち上げる。 — Launch fireworks.",うちあげる,uchiageru,上げる (ageru),ja
打ち落とす,to shoot down,Shoot,"鳥を打ち落とす。 — Shoot down a bird.",うちおとす,uchiotosu,倒す (taosu),ja
揺さぶる,to shake violently,Shake,"心を揺さぶる。 — Shake someone's heart.",ゆさぶる,yusaburu,動かす (ugokasu),ja
揺れ動く,to sway,Sway,"世論が揺れ動く。 — Public opinion sways.",ゆれうごく,yureugoku,変動する (hendou suru),ja
跳ね飛ばす,to knock away,Knock,"石を跳ね飛ばす。 — Knock a stone away.",はねとばす,hanetobasu,飛ばす (tobasu),ja
締め上げる,to strangle / intensify,Tighten,"犯人を締め上げる。 — Pressure the suspect.",しめあげる,shimeageru,締める (shimeru),ja
吸い寄せる,to be drawn to,Attraction,"光に吸い寄せられる。 — Be drawn to the light.",すいよせる,suiyoseru,引き寄せられる (hikiyoserareru),ja
吸い上げる,to suck up,Suction,"液体を吸い上げる。 — Suck up liquid.",すいあげる,suiageru,吸収する (kyuushuu suru),ja
吸い込まれる,to be inhaled,Inhale,"煙に吸い込まれる。 — Be inhaled by smoke.",すいこまれる,suikomareru,吸う (suu),ja
吹き抜ける,to blow through,Wind,"風が吹き抜ける。 — Wind blows through.",ふきぬける,fukinukeru,通り抜ける (toorinukeru),ja
吹き荒らす,to blow violently,Wind,"嵐が吹き荒らす。 — The storm rages.",ふきあらす,fukiarasu,荒れる (areru),ja
吹き付ける,to blow against,Wind,"雪が吹き付ける。 — Snow blows against.",ふきつける,fukitsukeru,当たる (ataru),ja
吹き飛ぶ,to be blown away,Blown,"帽子が吹き飛ぶ。 — A hat is blown away.",ふきとぶ,fukitobu,飛ぶ (tobu),ja
吹き渡る,to blow across,Wind,"風が吹き渡る。 — Wind blows across.",ふきわたる,fuki-wataru,渡る (wataru),ja
積み残す,to leave unstacked,Leave,"課題を積み残す。 — Leave tasks unfinished.",つみのこす,tsuminokosu,残す (nokosu),ja
積み立てる,to save up,Save,"お金を積み立てる。 — Save money regularly.",つみたてる,tsumitaseru,貯める (tameru),ja
積み増す,to increase load,Increase,"予算を積み増す。 — Increase the budget.",つみます,tsumimasu,増やす (fuyasu),ja
積み込まれる,to be loaded,Load,"荷物が積み込まれる。 — Luggage is loaded.",つみこまれる,tsumikomareru,積まれる (tsumareru),ja
映し出す,to project,Project,"映像を映し出す。 — Project an image.",うつしだす,utsushidasu,映す (utsusu),ja
映り込む,to appear unintentionally,Appear,"猫が写真に映り込む。 — A cat appears in the photo.",うつりこむ,utsurikomu,写る (utsuru),ja
映し取る,to reproduce,Reproduce,"模様を映し取る。 — Reproduce a pattern.",うつしとる,utsushitoru,真似る (maneru),ja
映え渡る,to shine brightly,Shine,"空が映え渡る。 — The sky shines brightly.",はえわたる,haewataru,輝く (kagayaku),ja
照り返す,to reflect light,Reflect,"海が照り返す。 — The sea reflects light.",てりかえす,terikaesu,反射する (hansha suru),ja
照りつける,to blaze,Blaze,"太陽が照りつける。 — The sun blazes down.",てりつける,teritsukeru,照る (teru),ja
照り渡る,to shine broadly,Shine,"太陽が照り渡る。 — The sun shines widely.",てりわたる,teriwataru,照る (teru),ja
照り焼く,to teriyaki-grill,Grill,"肉を照り焼く。 — Grill meat in teriyaki style.",てりやく,teriyaku,焼く (yaku),ja
溶きほぐす,to beat (eggs),Stir,"卵を溶きほぐす。 — Beat eggs.",ときほぐす,tokihogusu,混ぜる (mazeru),ja
溶き込む,to blend in,Mix,"粉を溶き込む。 — Blend powder in.",ときこむ,tokikomu,混ぜ合わせる (mazeawaseru),ja
溶け込む,to blend in (abstract),Assimilate,"街に溶け込む。 — Blend into the city.",とけこむ,tokekomu,なじむ (najimu),ja
溶け落ちる,to melt and fall,Melt,"氷が溶け落ちる。 — Ice melts and falls.",とけおちる,tokeochiru,溶ける (tokeru),ja
湿らす,to moisten,Moisten,"土を湿らす。 — Moisten the soil.",しめらす,shimerasu,濡らす (nurasu),ja
湿る,to become moist,Moist,"空気が湿る。 — The air becomes moist.",しめる,shimeru,湿気る (shikkeru),ja
湿り気を帯びる,to become damp,Damp,"土が湿り気を帯びる。 — Soil becomes damp.",しめりけをおびる,shimerike wo obiru,湿る (shimeru),ja
湿気る,to get damp,Damp,"クッキーが湿気る。 — Cookies get damp.",しける,shikeru,しっとりする (shittori suru),ja
蒸し返す,to bring up again,Repeat,"議論を蒸し返す。 — Bring up a debate again.",むしかえす,mushikaesu,繰り返す (kurikaesu),ja
蒸し上げる,to steam completely,Steam,"茶碗蒸しを蒸し上げる。 — Steam chawanmushi.",むしあげる,mushiageru,蒸す (musu),ja
蒸し焼く,to steam-roast,Steam,"肉を蒸し焼く。 — Steam-roast meat.",むしやく,mushiyaku,焼く (yaku),ja
蒸し暑くなる,to become humid,Humidity,"夏が蒸し暑くなる。 — Summer becomes humid.",むしあつくなる,mushia tsuku naru,湿る (shimeru),ja
蒸発する,to evaporate,Evaporate,"水が蒸発する。 — Water evaporates.",じょうはつする,jouhatsu suru,消える (kieru),ja
蒸留する,to distill,Distill,"酒を蒸留する。 — Distill alcohol.",じょうりゅうする,jouryuu suru,精製する (seisei suru),ja
凍り付く,to freeze solid,Freeze,"湖が凍り付く。 — The lake freezes solid.",こおりつく,kooritsuku,凍る (kooru),ja
凍り込む,to freeze into,Freeze,"土が凍り込む。 — Soil freezes.",こおりこむ,koorikomu,凍る (kooru),ja
凍てつく,to freeze bitterly,Freeze,"夜が凍てつく。 — Night freezes bitterly.",いてつく,itetsuku,凍る (kooru),ja
凍り割れる,to crack from freezing,Crack,"湖が凍り割れる。 — The lake cracks from freezing.",こおりわれる,kooriwareru,割れる (wareru),ja
燃え移る,to spread fire,Spread,"火が森に燃え移る。 — Fire spreads to the forest.",もえうつる,moeutsuru,燃える (moeru),ja
燃え尽きる,to burn out,Exhaust,"力が燃え尽きる。 — Burn out completely.",もえつきる,moetsukiru,尽きる (tsukiru),ja
燃え立つ,to blaze,Blaze,"炎が燃え立つ。 — Flames blaze up.",もえたつ,moetatsu,燃える (moeru),ja
燃え盛る,to blaze fiercely,Blaze,"建物が燃え盛る。 — The building blazes fiercely.",もえさかる,moesakaru,燃える (moeru),ja
飲み干す,to drink up,Drink,"水を飲み干す。 — Drink up water.",のみほす,nomihosu,飲む (nomu),ja
飲み込む,to swallow,Swallow,"言葉を飲み込む。 — Swallow one's words.",のみこむ,nomikomu,呑む (nomu),ja
飲みかける,to start drinking,Drink,"ビールを飲みかける。 — Start drinking beer.",のみかける,nomikakeru,飲む (nomu),ja
飲み過ぎる,to drink too much,Overdrink,"酒を飲み過ぎる。 — Drink too much alcohol.",のみすぎる,nomisugiru,飲む (nomu),ja
飲み比べる,to compare drinks,Compare,"ワインを飲み比べる。 — Compare wines.",のみくらべる,nomikuraberu,比較する (hikaku suru),ja
食い込む,to dig in,Pressure,"靴が足に食い込む。 — Shoes dig into feet.",くいこむ,kuikomu,刺さる (sasaru),ja
食い付く,to latch on,Bite,"犬が食い付く。 — A dog latches on.",くいつく,kuitzuku,噛みつく (kamitsuku),ja
食い下がる,to persist,Persist,"要求に食い下がる。 — Persist in demands.",くいさがる,kuisagaru,粘る (nebaru),ja
食い止める,to prevent,Prevent,"被害を食い止める。 — Prevent damage.",くいとめる,kuitomeru,防ぐ (fusegu),ja
食べ残す,to leave food,Leftover,"料理を食べ残す。 — Leave food uneaten.",たべのこす,tabenokosu,残す (nokosu),ja
食べ歩く,to eat while walking,Tasting,"街で食べ歩く。 — Eat around the town.",たべあるく,tabearuku,食う (kuu),ja
食べ合わせる,to combine foods,Combine,"食材を食べ合わせる。 — Combine ingredients.",たべあわせる,tabeawaseru,組み合わせる (kumiawaseru),ja
飲み合わせる,to combine drinks,Combine,"薬を飲み合わせる。 — Combine medications.",のみあわせる,nomiawaseru,合わせる (awaseru),ja
飲み歩く,to bar-hop,Bars,"街で飲み歩く。 — Drink around bars.",のみあるく,nomiaruku,飲む (nomu),ja
飲み明かす,to drink all night,Drink,"友達と飲み明かす。 — Drink all night with friends.",のみあかす,nomiakas.u,飲む (nomu),ja
食べ終える,to finish eating,Finish,"夕食を食べ終える。 — Finish dinner.",たべおえる,tabeoeru,終える (oeru),ja
飲み終える,to finish drinking,Finish,"水を飲み終える。 — Finish drinking water.",のみおえる,nomioeru,終える (oeru),ja
飛び跳ねる,to hop,Hopping,"子供が飛び跳ねる。 — Children hop.",とびはねる,tobihaneru,跳ぶ (tobu),ja
飛び越す,to leap over,Leap,"溝を飛び越す。 — Leap over a ditch.",とびこす,tobikosu,越える (koeru),ja
跳ね上がる,to jump up,Jump,"魚が跳ね上がる。 — A fish jumps up.",はねあがる,haneagaru,跳ねる (haneru),ja
跳び掛かる,to pounce,Pounce,"猫が跳び掛かる。 — A cat pounces.",とびかかる,tobikakaru,襲う (osou),ja
跳び上がる,to leap up,Leap,"驚いて跳び上がる。 — Jump up in surprise.",とびあがる,tobiagaru,跳ぶ (tobu),ja
跳び散らす,to scatter by jumping,Scatter,"泥を跳び散らす。 — Scatter mud.",とびちらす,tobichirasu,飛ばす (tobasu),ja
踏み越える,to step over,Step,"線を踏み越える。 — Step over a line.",ふみこえる,fumikoueru,越える (koeru),ja
踏み慣らす,to wear in shoes,Wear,"靴を踏み慣らす。 — Wear in shoes.",ふみならす,fuminarasu,慣らす (narasu),ja
踏み倒れる,to fall forward,Fall,"勢いで踏み倒れる。 — Fall forward.",ふみたおれる,fumitaoreru,倒れる (taoreru),ja
踏み外す,to misstep,Misstep,"足を踏み外す。 — Misstep.",ふみはずす,fumihazusu,落ちる (ochiru),ja
踏み締める,to stomp firmly,Stomp,"地面を踏み締める。 — Stomp firmly on the ground.",ふみしめる,fumishimeru,踏む (fumu),ja
引き揚げる,to withdraw,Withdraw,"部隊を引き揚げる。 — Withdraw troops.",ひきあげる,hikiageru,退く (shirizoku),ja
引き裂かれる,to be torn,Torn,"家族が引き裂かれる。 — A family is torn apart.",ひきさかれる,hikisakareru,裂ける (sakeru),ja
引き込まれる,to be drawn in,Drawn,"話に引き込まれる。 — Be drawn into a story.",ひきこまれる,hikikomaru,魅了される (miryō sareru),ja
引き寄せ合う,to attract each other,Attract,"磁石が引き寄せ合う。 — Magnets attract.",ひきよせあう,hikiyoseau,引き寄せる (hikiyoseru),ja
引き剥がれる,to be peeled off,Peel,"壁紙が引き剥がれる。 — Wallpaper peels off.",ひきはがれる,hikihagareru,剥がれる (hagareru),ja
引き伸びる,to stretch out,Stretch,"ゴムが引き伸びる。 — Rubber stretches.",ひきのびる,hikinobiru,伸びる (nobiru),ja
引き潰す,to crush down,Crush,"虫を引き潰す。 — Crush an insect.",ひきつぶす,hikitsubusu,潰す (tsubusu),ja
見回す,to look around,Look,"部屋を見回す。 — Look around the room.",みまわす,mimawasu,見渡す (miwatasu),ja
見渡す,to overlook,View,"景色を見渡す。 — Look over the scenery.",みわたす,miwatasu,眺める (nagameru),ja
見下ろす,to look down,Look,"街を見下ろす。 — Look down over the city.",みおろす,miorosu,俯瞰する (fukan suru),ja
見上げる,to look up,Look,"空を見上げる。 — Look up at the sky.",みあげる,miageru,仰ぐ (aogu),ja
見逃す,to miss,Miss,"チャンスを見逃す。 — Miss a chance.",みのがす,minorasu,逃す (nogasu),ja
見届ける,to confirm,Confirm,"最後まで見届ける。 — See it through.",みとどける,mitodokeru,確認する (kakunin suru),ja
見失う,to lose sight,Lose,"方向を見失う。 — Lose one's direction.",みうしなう,miushinau,見えなくなる (mienakunaru),ja
見当たる,to be found,Find,"財布が見当たる。 — The wallet is found.",みあたる,miataru,見つかる (mitsukaru),ja
見破られる,to be seen through,Seen,"嘘が見破られる。 — A lie is exposed.",みやぶられる,miyaburareru,ばれる (bareru),ja
見切る,to give up,Abandon,"希望を見切る。 — Give up hope.",みきる,mikiru,諦める (akirameru),ja
見飽きる,to get tired of seeing,Bored,"景色に見飽きる。 — Get tired of the view.",みあきる,miakiru,飽きる (akiru),ja
見比べる,to compare visually,Compare,"写真を見比べる。 — Compare photos.",みくらべる,mikuraberu,比較する (hikaku suru),ja
聞き返す,to ask again,Ask,"質問を聞き返す。 — Ask again.",ききかえす,kikikaesu,聞き直す (kikinaosu),ja
聞き直す,to re-ask,Ask,"もう一度聞き直す。 — Ask once more.",ききなおす,kikinaosu,聞き返す (kikikaesu),ja
聞き分ける,to distinguish sounds,Distinguish,"声を聞き分ける。 — Distinguish voices.",ききわける,kikiwakeru,識別する (shikibetsu suru),ja
聞き惚れる,to be charmed,Admire,"歌に聞き惚れる。 — Be charmed by a song.",ききほれる,kikihoreru,感動する (kandou suru),ja
聞き取れる,to be audible,Audible,"声が聞き取れる。 — A voice is audible.",ききとれる,kikitoreru,聞こえる (kikoeru),ja
聞き漏らす,to miss hearing,Miss,"ニュースを聞き漏らす。 — Miss the news.",ききもらす,kikimorasu,聞き逃す (kikinogasu),ja
聞き入れる,to accept (advice),Accept,"忠告を聞き入れる。 — Accept advice.",ききいれる,kikiireru,受け入れる (ukeireru),ja
言い渡す,to command,Order,"判決を言い渡す。 — Deliver a verdict.",いいわたす,iiwatasu,命じる (meijiru),ja
言い切る,to state firmly,Assert,"断言して言い切る。 — State firmly.",いいきる,iikiru,言い張る (iiharu),ja
言い付ける,to instruct,Instruct,"仕事を言い付ける。 — Assign work.",いいつける,iitsukeru,命じる (meijiru),ja
言い争う,to argue,Argue,"友人と言い争う。 — Argue with a friend.",いいあらそう,iiarasou,口論する (kouron suru),ja
言い逃れる,to evade,Evasion,"責任を言い逃れる。 — Evade responsibility.",いいのがれる,iinogaru,逃れる (nogareru),ja
言い放つ,to declare boldly,Declare,"真実を言い放つ。 — Declare the truth.",いいはなつ,iihanatsu,言う (iu),ja
言いよる,to approach romantically,Approach,"彼女に言いよる。 — Approach her romantically.",いいよる,iiyoru,口説く (kudoku),ja
言い表す,to express,Express,"気持ちを言い表す。 — Express feelings.",いいあらわす,iiharawasu,説明する (setsumei suru),ja
話し込む,to have a long talk,Talk,"友達と話し込む。 — Talk for a long time.",はなしこむ,hanashikomu,話す (hanasu),ja
話し合える,to be able to discuss,Discuss,"率直に話し合える。 — Can discuss frankly.",はなしあえる,hanashiaeru,相談できる (soudan dekiru),ja
話し続ける,to keep talking,Talk,"延々と話し続ける。 — Keep talking endlessly.",はなしつづける,hanashitsuzukeru,話す (hanasu),ja
話し掛ける,to address someone,Address,"店員に話し掛ける。 — Speak to a clerk.",はなしかける,hanashikakeru,声をかける (koe o kakeru),ja
話し戻す,to return to a topic,Return,"話を戻す。 — Return to the topic.",はなしもどす,hanashimodosu,戻る (modoru),ja
読め上げる,to read out loud,Read,"文章を読み上げる。 — Read aloud.",よみあげる,yomiageru,朗読する (roudoku suru),ja
読み返す,to reread,Reread,"本を読み返す。 — Reread a book.",よみかえす,yomikaesu,再読する (saidoku suru),ja
読み進める,to keep reading,Continue,"小説を読み進める。 — Keep reading the novel.",よみすすめる,yomitsusumeru,読む (yomu),ja
読み落とす,to overlook text,Overlook,"注釈を読み落とす。 — Overlook a note.",よみおとす,yomiotosu,見落とす (miotosu),ja
読み切る,to finish reading,Finish,"長編を読み切る。 — Finish reading a long novel.",よみきる,yomikiru,読み終える (yomioeru),ja
書き写す,to transcribe,Copy,"文章を書き写す。 — Transcribe text.",かきうつす,kakiutsusu,コピーする (kopii suru),ja
書き出す,to begin writing,Write,"日記を書き出す。 — Begin writing a diary.",かきだす,kakidasu,書く (kaku),ja
書き加える,to add writing,Add,"説明を書き加える。 — Add an explanation.",かきくわえる,kakikuwaeru,追加する (tsuika suru),ja
書き直す,to rewrite,Rewrite,"原稿を書き直す。 — Rewrite the draft.",かきなおす,kakinaosu,修正する (shuusei suru),ja
書き残す,to leave written,Leave,"メモを書き残す。 — Leave a memo.",かきのこす,kakinokosu,残す (nokosu),ja
描き出す,to depict,Depict,"情景を描き出す。 — Depict a scene.",えがきだす,egakidasu,描写する (byousha suru),ja
描き込む,to draw in detail,Detail,"背景を描き込む。 — Draw detailed background.",えがきこむ,egakikomu,書き込む (kakikomu),ja
描き広げる,to expand drawing,Expand,"構図を描き広げる。 — Expand the composition.",えがきひろげる,egakihirogeru,広げる (hirogeru),ja
抱き締め合う,to hug mutually,Hug,"互いに抱き締め合う。 — Hug each other.",だきしめあう,dakishimeau,抱く (daku),ja
抱え落ちる,to collapse holding something,Fall,"荷物を抱え落ちる。 — Fall while holding luggage.",かかえおちる,kakaeochiru,落ちる (ochiru),ja
抱きとめる,to catch in arms,Catch,"子供を抱きとめる。 — Catch a child.",だきとめる,dakitomeru,受け止める (uketomeru),ja
支え合う,to support each other,Support,"家族が支え合う。 — Family supports each other.",ささえあう,sasaeau,助け合う (tasukeau),ja
支え切る,to fully support,Support,"最後まで支え切る。 — Support until the end.",ささえきる,sasaekiru,支える (sasaeru),ja
支え直す,to support again,Support,"倒れた木を支え直す。 — Support a fallen tree.",ささえなおす,sasaenaosu,立て直す (tatenaosu),ja
取り決める,to agree,Agree,"条件を取り決める。 — Agree on terms.",とりきめる,torikimeru,合意する (goui suru),ja
取り交わす,to exchange formally,Exchange,"契約を取り交わす。 — Exchange contracts.",とりかわす,torikawasu,交換する (koukan suru),ja
取り壊す,to demolish,Demolish,"建物を取り壊す。 — Demolish a building.",とりこわす,torikowasu,解体する (kaitai suru),ja
取り扱う,to handle,Handle,"商品を取り扱う。 — Handle products.",とりあつかう,toriatsukau,扱う (atsukau),ja
取り尽くす,to exhaust,Exhaust,"資源を取り尽くす。 — Exhaust resources.",とりつくす,tori tsukusu,使い果たす (tsukaihat.su),ja
取りそろえる,to gather together,Gather,"資料を取りそろえる。 — Gather documents.",とりそろえる,torisoroeru,集める (atsumeru),ja
取り締まられる,to be regulated,Regulate,"交通が取り締まられる。 — Traffic is regulated.",とりしまられる,torishimarareru,管理される (kanri sareru),ja
取り組み続ける,to keep tackling,Continue,"課題に取り組み続ける。 — Keep tackling tasks.",とりくみつづける,torikumitsuzukeru,続ける (tsuzukeru),ja
取りこぼす,to let slip,Miss,"点を取りこぼす。 — Lose points.",とりこぼす,torikobosu,落とす (otosu),ja
引き返らせる,to turn back (someone),Turn,"部下を引き返らせる。 — Turn subordinates back.",ひきかえらせる,hikikaeraseru,戻らせる (modoraseru),ja
引き立てる,to enhance,Enhance,"味を引き立てる。 — Enhance flavor.",ひきたてる,hikitateru,高める (takameru),ja
引き立つ,to stand out,Stand out,"色が引き立つ。 — Colors stand out.",ひきたつ,hikitatsu,映える (haeru),ja
引き寄せられる,to be attracted,Attracted,"音に引き寄せられる。 — Drawn to a sound.",ひきよせられる,hikiyoserareru,惹かれる (hikareru),ja
引き離す,to separate,Separate,"子犬を引き離す。 — Separate puppies.",ひきはなす,hikihanasu,離す (hanasu),ja
引き離れる,to become separated,Separate,"友達と引き離れる。 — Become separated from friends.",ひきはなれる,hikihanareru,離れる (hanareru),ja
